,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,counter,name
219250,2008,1,26,6,832.0,836,1040.0,1030,UA,43,N925UA,248.0,234.0,228.0,10.0,-4.0,CLT,DEN,1337,8.0,12.0,0,,0,,,,,,20299,Charlotte Douglas International Airport
219260,2008,1,5,6,1125.0,1121,1607.0,1540,UA,43,N211UA,462.0,439.0,444.0,27.0,4.0,DEN,HNL,3365,3.0,15.0,0,,0,0.0,0.0,27.0,0.0,0.0,36858,Denver International Airport
219267,2008,1,12,6,1236.0,1155,1721.0,1640,UA,43,N670UA,465.0,465.0,449.0,41.0,41.0,DEN,HNL,3365,4.0,12.0,0,,0,0.0,0.0,0.0,0.0,41.0,36858,Denver International Airport
219274,2008,1,19,6,1205.0,1155,1558.0,1640,UA,43,N665UA,413.0,465.0,402.0,-42.0,10.0,DEN,HNL,3365,2.0,9.0,0,,0,,,,,,36858,Denver International Airport
219281,2008,1,26,6,1150.0,1155,1606.0,1640,UA,43,N676UA,436.0,465.0,419.0,-34.0,-5.0,DEN,HNL,3365,3.0,14.0,0,,0,,,,,,36858,Denver International Airport
219292,2008,1,12,6,2225.0,2225,604.0,608,UA,44,N404UA,279.0,283.0,254.0,-4.0,0.0,LAX,IAD,2288,9.0,16.0,0,,0,,,,,,32611,Los Angeles International Airport
219299,2008,1,19,6,2251.0,2225,621.0,608,UA,44,N461UA,270.0,283.0,243.0,13.0,26.0,LAX,IAD,2288,5.0,22.0,0,,0,,,,,,32611,Los Angeles International Airport
219306,2008,1,26,6,2238.0,2225,615.0,608,UA,44,N411UA,277.0,283.0,252.0,7.0,13.0,LAX,IAD,2288,5.0,20.0,0,,0,,,,,,32611,Los Angeles International Airport
219316,2008,1,5,6,1414.0,1408,2129.0,2121,UA,44,N666UA,315.0,313.0,269.0,8.0,6.0,OGG,LAX,2486,34.0,12.0,0,,0,,,,,,3283,Kahului Airport
219323,2008,1,12,6,1410.0,1410,2111.0,2120,UA,44,N666UA,301.0,310.0,282.0,-9.0,0.0,OGG,LAX,2486,6.0,13.0,0,,0,,,,,,3283,Kahului Airport
219330,2008,1,19,6,1400.0,1410,2106.0,2120,UA,44,N666UA,306.0,310.0,285.0,-14.0,-10.0,OGG,LAX,2486,4.0,17.0,0,,0,,,,,,3283,Kahului Airport
219337,2008,1,26,6,1402.0,1410,2055.0,2120,UA,44,N669UA,293.0,310.0,271.0,-25.0,-8.0,OGG,LAX,2486,5.0,17.0,0,,0,,,,,,3283,Kahului Airport
219347,2008,1,5,6,910.0,910,1256.0,1253,UA,45,N666UA,346.0,343.0,317.0,3.0,0.0,LAX,OGG,2486,4.0,25.0,0,,0,,,,,,32611,Los Angeles International Airport
219354,2008,1,12,6,857.0,905,1246.0,1252,UA,45,N666UA,349.0,347.0,324.0,-6.0,-8.0,LAX,OGG,2486,5.0,20.0,0,,0,,,,,,32611,Los Angeles International Airport
219361,2008,1,19,6,907.0,905,1231.0,1252,UA,45,N666UA,324.0,347.0,303.0,-21.0,2.0,LAX,OGG,2486,4.0,17.0,0,,0,,,,,,32611,Los Angeles International Airport
219368,2008,1,26,6,902.0,905,1245.0,1252,UA,45,N669UA,343.0,347.0,312.0,-7.0,-3.0,LAX,OGG,2486,5.0,26.0,0,,0,,,,,,32611,Los Angeles International Airport
219379,2008,1,12,6,602.0,605,921.0,929,UA,46,N596UA,139.0,144.0,118.0,-8.0,-3.0,LAX,DEN,862,6.0,15.0,0,,0,,,,,,32611,Los Angeles International Airport
219386,2008,1,19,6,611.0,605,926.0,929,UA,46,N597UA,135.0,144.0,118.0,-3.0,6.0,LAX,DEN,862,7.0,10.0,0,,0,,,,,,32611,Los Angeles International Airport
219393,2008,1,26,6,,605,,929,UA,46,,,144.0,,,,LAX,DEN,862,,,1,C,0,,,,,,32611,Los Angeles International Airport
219403,2008,1,5,6,2208.0,2155,456.0,454,UA,46,N675UA,288.0,299.0,272.0,2.0,13.0,OGG,LAX,2486,5.0,11.0,0,,0,,,,,,3283,Kahului Airport
219410,2008,1,12,6,2141.0,2150,410.0,450,UA,46,N671UA,269.0,300.0,252.0,-40.0,-9.0,OGG,LAX,2486,5.0,12.0,0,,0,,,,,,3283,Kahului Airport
219417,2008,1,19,6,2147.0,2150,504.0,450,UA,46,N669UA,317.0,300.0,295.0,14.0,-3.0,OGG,LAX,2486,8.0,14.0,0,,0,,,,,,3283,Kahului Airport
219424,2008,1,26,6,2203.0,2150,500.0,450,UA,46,N671UA,297.0,300.0,282.0,10.0,13.0,OGG,LAX,2486,6.0,9.0,0,,0,,,,,,3283,Kahului Airport
219450,2008,1,5,6,1311.0,1310,1651.0,1653,UA,47,N669UA,340.0,343.0,322.0,-2.0,1.0,LAX,OGG,2486,5.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
219457,2008,1,12,6,1309.0,1310,1705.0,1657,UA,47,N664UA,356.0,347.0,338.0,8.0,-1.0,LAX,OGG,2486,5.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
219464,2008,1,19,6,1307.0,1310,1630.0,1657,UA,47,N669UA,323.0,347.0,307.0,-27.0,-3.0,LAX,OGG,2486,4.0,12.0,0,,0,,,,,,32611,Los Angeles International Airport
219471,2008,1,26,6,1322.0,1310,1709.0,1657,UA,47,N675UA,347.0,347.0,313.0,12.0,12.0,LAX,OGG,2486,5.0,29.0,0,,0,,,,,,32611,Los Angeles International Airport
219477,2008,1,12,6,2336.0,2340,725.0,719,UA,48,N548UA,289.0,279.0,257.0,6.0,-4.0,LAX,IAD,2288,8.0,24.0,0,,0,,,,,,32611,Los Angeles International Airport
219478,2008,1,19,6,2350.0,2340,707.0,719,UA,48,N548UA,257.0,279.0,239.0,-12.0,10.0,LAX,IAD,2288,6.0,12.0,0,,0,,,,,,32611,Los Angeles International Airport
219479,2008,1,26,6,2342.0,2340,716.0,719,UA,48,N548UA,274.0,279.0,255.0,-3.0,2.0,LAX,IAD,2288,5.0,14.0,0,,0,,,,,,32611,Los Angeles International Airport
219485,2008,1,12,6,1231.0,1230,1456.0,1512,UA,49,N551UA,325.0,342.0,300.0,-16.0,1.0,IAD,LAX,2288,12.0,13.0,0,,0,,,,,,12204,Washington Dulles International Airport
219492,2008,1,19,6,1452.0,1230,1723.0,1512,UA,49,N572UA,331.0,342.0,314.0,131.0,142.0,IAD,LAX,2288,6.0,11.0,0,,0,0.0,0.0,0.0,0.0,131.0,12204,Washington Dulles International Airport
219499,2008,1,26,6,1230.0,1230,1528.0,1512,UA,49,N544UA,358.0,342.0,338.0,16.0,0.0,IAD,LAX,2288,6.0,14.0,0,,0,0.0,0.0,16.0,0.0,0.0,12204,Washington Dulles International Airport
219509,2008,1,5,6,923.0,926,1206.0,1152,UA,49,N373UA,103.0,86.0,66.0,14.0,-3.0,ORD,PIT,412,4.0,33.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
219515,2008,1,5,6,1331.0,1320,1644.0,1636,UA,50,N466UA,133.0,136.0,117.0,8.0,11.0,DEN,IAH,861,8.0,8.0,0,,0,,,,,,36858,Denver International Airport
219522,2008,1,19,6,1508.0,1400,2256.0,2214,UA,50,N511UA,288.0,314.0,274.0,42.0,68.0,LAX,JFK,2475,2.0,12.0,0,,0,5.0,0.0,0.0,0.0,37.0,32611,Los Angeles International Airport
219529,2008,1,26,6,1408.0,1400,2221.0,2214,UA,50,N510UA,313.0,314.0,279.0,7.0,8.0,LAX,JFK,2475,8.0,26.0,0,,0,,,,,,32611,Los Angeles International Airport
219539,2008,1,5,6,1507.0,1500,1711.0,1643,UA,51,N377UA,184.0,163.0,169.0,28.0,7.0,DEN,SJC,948,3.0,12.0,0,,0,7.0,0.0,21.0,0.0,0.0,36858,Denver International Airport
219545,2008,1,5,6,1449.0,1336,2139.0,2034,UA,52,N670UA,290.0,298.0,275.0,65.0,73.0,KOA,SFO,2367,5.0,10.0,0,,0,53.0,0.0,0.0,0.0,12.0,2108,Kona International At Keahole Airport
219552,2008,1,12,6,1345.0,1349,2014.0,2045,UA,52,N673UA,269.0,296.0,254.0,-31.0,-4.0,KOA,SFO,2367,4.0,11.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219559,2008,1,19,6,1349.0,1349,2104.0,2045,UA,52,N677UA,315.0,296.0,299.0,19.0,0.0,KOA,SFO,2367,3.0,13.0,0,,0,0.0,0.0,19.0,0.0,0.0,2108,Kona International At Keahole Airport
219566,2008,1,26,6,1349.0,1349,2056.0,2045,UA,52,N666UA,307.0,296.0,289.0,11.0,0.0,KOA,SFO,2367,6.0,12.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219577,2008,1,12,6,2209.0,2215,617.0,632,UA,52,N844UA,308.0,317.0,289.0,-15.0,-6.0,SFO,EWR,2565,6.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
219584,2008,1,19,6,2207.0,2215,642.0,632,UA,52,N801UA,335.0,317.0,290.0,10.0,-8.0,SFO,EWR,2565,12.0,33.0,0,,0,,,,,,20443,San Francisco International Airport
219591,2008,1,26,6,2216.0,2215,640.0,632,UA,52,N811UA,324.0,317.0,279.0,8.0,1.0,SFO,EWR,2565,10.0,35.0,0,,0,,,,,,20443,San Francisco International Airport
219602,2008,1,12,6,1141.0,1140,1424.0,1455,UA,53,N518UA,343.0,375.0,317.0,-31.0,1.0,JFK,LAX,2475,6.0,20.0,0,,0,,,,,,13530,John F Kennedy International Airport
219609,2008,1,19,6,1133.0,1140,1520.0,1455,UA,53,N517UA,407.0,375.0,365.0,25.0,-7.0,JFK,LAX,2475,17.0,25.0,0,,0,0.0,0.0,25.0,0.0,0.0,13530,John F Kennedy International Airport
219616,2008,1,26,6,1137.0,1140,1518.0,1455,UA,53,N517UA,401.0,375.0,377.0,23.0,-3.0,JFK,LAX,2475,6.0,18.0,0,,0,0.0,0.0,23.0,0.0,0.0,13530,John F Kennedy International Airport
219626,2008,1,5,6,1723.0,1710,2101.0,2054,UA,53,N549UA,338.0,344.0,323.0,7.0,13.0,LAX,KOA,2504,4.0,11.0,0,,0,,,,,,32611,Los Angeles International Airport
219633,2008,1,5,6,2239.0,2220,526.0,518,UA,54,N549UA,287.0,298.0,265.0,8.0,19.0,KOA,SFO,2367,5.0,17.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219640,2008,1,12,6,2230.0,2210,511.0,506,UA,54,N596UA,281.0,296.0,258.0,5.0,20.0,KOA,SFO,2367,5.0,18.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219647,2008,1,19,6,2216.0,2210,530.0,506,UA,54,N597UA,314.0,296.0,287.0,24.0,6.0,KOA,SFO,2367,4.0,23.0,0,,0,6.0,0.0,18.0,0.0,0.0,2108,Kona International At Keahole Airport
219654,2008,1,26,6,2211.0,2210,541.0,506,UA,54,N544UA,330.0,296.0,298.0,35.0,1.0,KOA,SFO,2367,9.0,23.0,0,,0,0.0,0.0,35.0,0.0,0.0,2108,Kona International At Keahole Airport
219665,2008,1,12,6,606.0,610,1154.0,1215,UA,54,N210UA,228.0,245.0,207.0,-21.0,-4.0,SFO,ORD,1846,3.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
219672,2008,1,19,6,617.0,610,1203.0,1215,UA,54,N215UA,226.0,245.0,207.0,-12.0,7.0,SFO,ORD,1846,5.0,14.0,0,,0,,,,,,20443,San Francisco International Airport
219679,2008,1,26,6,605.0,610,1153.0,1215,UA,54,N212UA,228.0,245.0,211.0,-22.0,-5.0,SFO,ORD,1846,4.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
219690,2008,1,12,6,1025.0,1030,1233.0,1237,UA,55,N376UA,128.0,127.0,100.0,-4.0,-5.0,SEA,SFO,679,6.0,22.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
219697,2008,1,19,6,1029.0,1030,1229.0,1237,UA,55,N336UA,120.0,127.0,106.0,-8.0,-1.0,SEA,SFO,679,3.0,11.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
219704,2008,1,26,6,1030.0,1030,1248.0,1237,UA,55,N306UA,138.0,127.0,113.0,11.0,0.0,SEA,SFO,679,6.0,19.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
219714,2008,1,5,6,1415.0,1330,1826.0,1700,UA,55,N544UA,371.0,330.0,327.0,86.0,45.0,SFO,KOA,2367,9.0,35.0,0,,0,45.0,0.0,41.0,0.0,0.0,20443,San Francisco International Airport
219721,2008,1,12,6,1338.0,1335,1720.0,1711,UA,55,N596UA,342.0,336.0,323.0,9.0,3.0,SFO,KOA,2367,3.0,16.0,0,,0,,,,,,20443,San Francisco International Airport
219728,2008,1,19,6,1332.0,1335,1642.0,1711,UA,55,N597UA,310.0,336.0,289.0,-29.0,-3.0,SFO,KOA,2367,2.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
219735,2008,1,26,6,1336.0,1335,1658.0,1711,UA,55,N589UA,322.0,336.0,297.0,-13.0,1.0,SFO,KOA,2367,3.0,22.0,0,,0,,,,,,20443,San Francisco International Airport
219745,2008,1,5,6,1441.0,1420,2148.0,2136,UA,56,N667UA,307.0,316.0,288.0,12.0,21.0,KOA,LAX,2504,6.0,13.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219752,2008,1,12,6,1424.0,1420,2117.0,2135,UA,56,N548UA,293.0,315.0,274.0,-18.0,4.0,KOA,LAX,2504,10.0,9.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219759,2008,1,19,6,1417.0,1420,2132.0,2135,UA,56,N547UA,315.0,315.0,300.0,-3.0,-3.0,KOA,LAX,2504,6.0,9.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219766,2008,1,26,6,1424.0,1420,2146.0,2135,UA,56,N548UA,322.0,315.0,293.0,11.0,4.0,KOA,LAX,2504,16.0,13.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219798,2008,1,5,6,913.0,907,1255.0,1251,UA,57,N667UA,342.0,344.0,319.0,4.0,6.0,LAX,KOA,2504,3.0,20.0,0,,0,,,,,,32611,Los Angeles International Airport
219805,2008,1,12,6,901.0,905,1246.0,1257,UA,57,N548UA,345.0,352.0,322.0,-11.0,-4.0,LAX,KOA,2504,2.0,21.0,0,,0,,,,,,32611,Los Angeles International Airport
219812,2008,1,19,6,930.0,905,1257.0,1257,UA,57,N547UA,327.0,352.0,308.0,0.0,25.0,LAX,KOA,2504,2.0,17.0,0,,0,,,,,,32611,Los Angeles International Airport
219819,2008,1,26,6,858.0,905,1235.0,1257,UA,57,N548UA,337.0,352.0,314.0,-22.0,-7.0,LAX,KOA,2504,2.0,21.0,0,,0,,,,,,32611,Los Angeles International Airport
219829,2008,1,5,6,2158.0,2150,500.0,452,UA,58,N544UA,302.0,302.0,281.0,8.0,8.0,KOA,LAX,2504,6.0,15.0,0,,0,,,,,,2108,Kona International At Keahole Airport
219835,2008,1,12,6,802.0,745,1121.0,1115,UA,58,N374UA,139.0,150.0,115.0,6.0,17.0,LAX,DEN,862,13.0,11.0,0,,0,,,,,,32611,Los Angeles International Airport
219842,2008,1,19,6,741.0,745,1122.0,1115,UA,58,N930UA,161.0,150.0,120.0,7.0,-4.0,LAX,DEN,862,31.0,10.0,0,,0,,,,,,32611,Los Angeles International Airport
219849,2008,1,26,6,740.0,745,1117.0,1115,UA,58,N913UA,157.0,150.0,107.0,2.0,-5.0,LAX,DEN,862,30.0,20.0,0,,0,,,,,,32611,Los Angeles International Airport
219860,2008,1,12,6,,600,,739,UA,59,,,159.0,,,,DEN,SFO,967,,,1,A,0,,,,,,36858,Denver International Airport
219866,2008,1,19,6,600.0,600,742.0,739,UA,59,N536UA,162.0,159.0,127.0,3.0,0.0,DEN,SFO,967,6.0,29.0,0,,0,,,,,,36858,Denver International Airport
219872,2008,1,26,6,559.0,600,742.0,739,UA,59,N519UA,163.0,159.0,139.0,3.0,-1.0,DEN,SFO,967,10.0,14.0,0,,0,,,,,,36858,Denver International Airport
219881,2008,1,5,6,849.0,851,1259.0,1221,UA,59,N670UA,370.0,330.0,310.0,38.0,-2.0,SFO,KOA,2367,3.0,57.0,0,,0,0.0,0.0,38.0,0.0,0.0,20443,San Francisco International Airport
219888,2008,1,12,6,905.0,858,1234.0,1234,UA,59,N673UA,329.0,336.0,308.0,0.0,7.0,SFO,KOA,2367,5.0,16.0,0,,0,,,,,,20443,San Francisco International Airport
219895,2008,1,19,6,911.0,858,1216.0,1234,UA,59,N677UA,305.0,336.0,285.0,-18.0,13.0,SFO,KOA,2367,5.0,15.0,0,,0,,,,,,20443,San Francisco International Airport
219902,2008,1,26,6,854.0,858,1241.0,1234,UA,59,N666UA,347.0,336.0,292.0,7.0,-4.0,SFO,KOA,2367,3.0,52.0,0,,0,,,,,,20443,San Francisco International Airport
219912,2008,1,5,6,754.0,800,1022.0,1034,UA,60,N937UA,148.0,154.0,117.0,-12.0,-6.0,ORD,DFW,802,9.0,22.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
219917,2008,1,5,6,1052.0,1050,1354.0,1359,UA,61,N306UA,122.0,129.0,104.0,-5.0,2.0,DEN,SAT,794,4.0,14.0,0,,0,,,,,,36858,Denver International Airport
219923,2008,1,5,6,1431.0,1430,2205.0,2131,UA,62,N664UA,334.0,301.0,301.0,34.0,1.0,LIH,SFO,2447,9.0,24.0,0,,0,0.0,0.0,34.0,0.0,0.0,2120,Lihue Airport
219930,2008,1,12,6,1432.0,1435,2109.0,2134,UA,62,N544UA,277.0,299.0,257.0,-25.0,-3.0,LIH,SFO,2447,4.0,16.0,0,,0,,,,,,2120,Lihue Airport
219937,2008,1,19,6,1427.0,1435,2138.0,2134,UA,62,N552UA,311.0,299.0,299.0,4.0,-8.0,LIH,SFO,2447,4.0,8.0,0,,0,,,,,,2120,Lihue Airport
219944,2008,1,26,6,1432.0,1435,2206.0,2134,UA,62,N547UA,334.0,299.0,318.0,32.0,-3.0,LIH,SFO,2447,7.0,9.0,0,,0,0.0,0.0,32.0,0.0,0.0,2120,Lihue Airport
219955,2008,1,12,6,2215.0,2215,31.0,15,UA,62,N427UA,136.0,120.0,115.0,16.0,0.0,SFO,SEA,679,6.0,15.0,0,,0,0.0,0.0,16.0,0.0,0.0,20443,San Francisco International Airport
219962,2008,1,19,6,2216.0,2215,15.0,15,UA,62,N462UA,119.0,120.0,95.0,0.0,1.0,SFO,SEA,679,7.0,17.0,0,,0,,,,,,20443,San Francisco International Airport
219969,2008,1,26,6,2231.0,2215,23.0,14,UA,62,N521UA,112.0,119.0,93.0,9.0,16.0,SFO,SEA,679,3.0,16.0,0,,0,,,,,,20443,San Francisco International Airport
219979,2008,1,5,6,,1427,,1534,UA,63,,,127.0,,,,MSP,DEN,680,,,1,A,0,,,,,,22022,Minneapolis-St Paul International/Wold-Chamberlain Airport
219985,2008,1,5,6,2245.0,2225,523.0,526,UA,64,N589UA,278.0,301.0,263.0,-3.0,20.0,LIH,SFO,2447,6.0,9.0,0,,0,,,,,,2120,Lihue Airport
220010,2008,1,5,6,1634.0,1600,2033.0,1944,UA,65,N597UA,359.0,344.0,337.0,49.0,34.0,SFO,LIH,2447,5.0,17.0,0,,0,34.0,0.0,15.0,0.0,0.0,20443,San Francisco International Airport
220018,2008,1,12,6,1254.0,1305,1414.0,1429,UA,65,N829UA,80.0,84.0,66.0,-15.0,-11.0,SNA,SFO,372,4.0,10.0,0,,0,,,,,,6845,John Wayne Airport-Orange County Airport
220031,2008,1,26,6,1342.0,1305,1502.0,1429,UA,65,N848UA,80.0,84.0,64.0,33.0,37.0,SNA,SFO,372,8.0,8.0,0,,0,0.0,0.0,0.0,0.0,33.0,6845,John Wayne Airport-Orange County Airport
220042,2008,1,12,6,8.0,2239,727.0,613,UA,66,N429UA,259.0,274.0,241.0,74.0,89.0,LAX,MCO,2217,5.0,13.0,0,,0,0.0,0.0,0.0,0.0,74.0,32611,Los Angeles International Airport
220049,2008,1,19,6,2242.0,2239,600.0,613,UA,66,N421UA,258.0,274.0,238.0,-13.0,3.0,LAX,MCO,2217,7.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
220056,2008,1,26,6,2303.0,2239,634.0,613,UA,66,N427UA,271.0,274.0,237.0,21.0,24.0,LAX,MCO,2217,7.0,27.0,0,,0,0.0,0.0,0.0,0.0,21.0,32611,Los Angeles International Airport
220066,2008,1,5,6,1409.0,1355,2119.0,2120,UA,66,N545UA,310.0,325.0,288.0,-1.0,14.0,LIH,LAX,2615,13.0,9.0,0,,0,,,,,,2120,Lihue Airport
220072,2008,1,5,6,827.0,830,1235.0,1236,UA,67,N545UA,368.0,366.0,347.0,-1.0,-3.0,LAX,LIH,2615,6.0,15.0,0,,0,,,,,,32611,Los Angeles International Airport
220079,2008,1,12,6,600.0,600,1149.0,1200,UA,68,N593UA,229.0,240.0,211.0,-11.0,0.0,LAX,ORD,1745,5.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
220086,2008,1,19,6,600.0,600,1149.0,1200,UA,68,N546UA,229.0,240.0,207.0,-11.0,0.0,LAX,ORD,1745,6.0,16.0,0,,0,,,,,,32611,Los Angeles International Airport
220093,2008,1,26,6,554.0,600,1138.0,1200,UA,68,N540UA,224.0,240.0,206.0,-22.0,-6.0,LAX,ORD,1745,2.0,16.0,0,,0,,,,,,32611,Los Angeles International Airport
220103,2008,1,5,6,2146.0,2147,453.0,500,UA,68,N597UA,307.0,313.0,288.0,-7.0,-1.0,LIH,LAX,2615,5.0,14.0,0,,0,,,,,,2120,Lihue Airport
220110,2008,1,12,6,2150.0,2150,448.0,500,UA,68,N552UA,298.0,310.0,280.0,-12.0,0.0,LIH,LAX,2615,6.0,12.0,0,,0,,,,,,2120,Lihue Airport
220117,2008,1,19,6,2200.0,2150,524.0,500,UA,68,N545UA,324.0,310.0,308.0,24.0,10.0,LIH,LAX,2615,7.0,9.0,0,,0,10.0,0.0,14.0,0.0,0.0,2120,Lihue Airport
220124,2008,1,26,6,2143.0,2150,451.0,500,UA,68,N598UA,308.0,310.0,293.0,-9.0,-7.0,LIH,LAX,2615,6.0,9.0,0,,0,,,,,,2120,Lihue Airport
220134,2008,1,5,6,1348.0,1345,1751.0,1751,UA,69,N589UA,363.0,366.0,346.0,0.0,3.0,LAX,LIH,2615,5.0,12.0,0,,0,,,,,,32611,Los Angeles International Airport
220141,2008,1,12,6,1338.0,1340,1752.0,1750,UA,69,N598UA,374.0,370.0,354.0,2.0,-2.0,LAX,LIH,2615,5.0,15.0,0,,0,,,,,,32611,Los Angeles International Airport
220148,2008,1,19,6,1340.0,1340,1721.0,1750,UA,69,N596UA,341.0,370.0,322.0,-29.0,0.0,LAX,LIH,2615,5.0,14.0,0,,0,,,,,,32611,Los Angeles International Airport
220155,2008,1,26,6,1345.0,1340,1753.0,1750,UA,69,N598UA,368.0,370.0,333.0,3.0,5.0,LAX,LIH,2615,5.0,30.0,0,,0,,,,,,32611,Los Angeles International Airport
220165,2008,1,5,6,2124.0,2125,641.0,702,UA,70,N669UA,377.0,397.0,358.0,-21.0,-1.0,OGG,DEN,3303,8.0,11.0,0,,0,,,,,,3283,Kahului Airport
220171,2008,1,5,6,1152.0,1135,,1556,UA,71,N675UA,,441.0,,,17.0,DEN,OGG,3303,,17.0,0,,1,,,,,,36858,Denver International Airport
220177,2008,1,5,6,943.0,730,1651.0,1433,UA,72,N668UA,308.0,303.0,274.0,138.0,133.0,HNL,SFO,2398,14.0,20.0,0,,0,133.0,0.0,5.0,0.0,0.0,8988,Honolulu International Airport
220184,2008,1,12,6,726.0,730,1358.0,1428,UA,72,N677UA,272.0,298.0,251.0,-30.0,-4.0,HNL,SFO,2398,6.0,15.0,0,,0,,,,,,8988,Honolulu International Airport
220191,2008,1,19,6,809.0,730,1531.0,1428,UA,72,N673UA,322.0,298.0,297.0,63.0,39.0,HNL,SFO,2398,2.0,23.0,0,,0,39.0,0.0,24.0,0.0,0.0,8988,Honolulu International Airport
220198,2008,1,26,6,732.0,730,1444.0,1428,UA,72,N677UA,312.0,298.0,291.0,16.0,2.0,HNL,SFO,2398,6.0,15.0,0,,0,0.0,0.0,16.0,0.0,0.0,8988,Honolulu International Airport
220209,2008,1,12,6,1534.0,1515,1653.0,1641,UA,72,N575UA,79.0,86.0,62.0,12.0,19.0,SFO,SNA,372,5.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
220215,2008,1,19,6,1509.0,1515,1635.0,1641,UA,72,N516UA,86.0,86.0,66.0,-6.0,-6.0,SFO,SNA,372,9.0,11.0,0,,0,,,,,,20443,San Francisco International Airport
220221,2008,1,26,6,1510.0,1515,1633.0,1641,UA,72,N514UA,83.0,86.0,66.0,-8.0,-5.0,SFO,SNA,372,6.0,11.0,0,,0,,,,,,20443,San Francisco International Airport
220231,2008,1,12,6,,620,,755,UA,73,,,95.0,,,,SAN,SFO,447,,,1,A,0,,,,,,14113,San Diego International Airport
220238,2008,1,19,6,616.0,620,743.0,755,UA,73,N440UA,87.0,95.0,64.0,-12.0,-4.0,SAN,SFO,447,7.0,16.0,0,,0,,,,,,14113,San Diego International Airport
220245,2008,1,26,6,615.0,620,751.0,755,UA,73,N826UA,96.0,95.0,73.0,-4.0,-5.0,SAN,SFO,447,6.0,17.0,0,,0,,,,,,14113,San Diego International Airport
220255,2008,1,5,6,914.0,907,1239.0,1230,UA,73,N210UA,325.0,323.0,310.0,9.0,7.0,SFO,HNL,2398,3.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
220262,2008,1,12,6,900.0,900,1235.0,1231,UA,73,N214UA,335.0,331.0,314.0,4.0,0.0,SFO,HNL,2398,3.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
220269,2008,1,19,6,925.0,900,1236.0,1231,UA,73,N210UA,311.0,331.0,290.0,5.0,25.0,SFO,HNL,2398,3.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
220276,2008,1,26,6,900.0,900,1206.0,1231,UA,73,N215UA,306.0,331.0,284.0,-25.0,0.0,SFO,HNL,2398,3.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
220286,2008,1,5,6,1420.0,1420,2127.0,2115,UA,74,N210UA,307.0,295.0,278.0,12.0,0.0,HNL,SFO,2398,11.0,18.0,0,,0,,,,,,8988,Honolulu International Airport
220293,2008,1,12,6,1436.0,1440,2113.0,2130,UA,74,N214UA,277.0,290.0,247.0,-17.0,-4.0,HNL,SFO,2398,3.0,27.0,0,,0,,,,,,8988,Honolulu International Airport
220300,2008,1,19,6,1429.0,1440,2133.0,2130,UA,74,N210UA,304.0,290.0,281.0,3.0,-11.0,HNL,SFO,2398,3.0,20.0,0,,0,,,,,,8988,Honolulu International Airport
220307,2008,1,26,6,1439.0,1440,2153.0,2130,UA,74,N215UA,314.0,290.0,291.0,23.0,-1.0,HNL,SFO,2398,6.0,17.0,0,,0,0.0,0.0,23.0,0.0,0.0,8988,Honolulu International Airport
220318,2008,1,12,6,2210.0,2210,626.0,607,UA,74,N410UA,316.0,297.0,275.0,19.0,0.0,SFO,IAD,2419,8.0,33.0,0,,0,0.0,0.0,19.0,0.0,0.0,20443,San Francisco International Airport
220325,2008,1,19,6,2224.0,2210,617.0,607,UA,74,N405UA,293.0,297.0,260.0,10.0,14.0,SFO,IAD,2419,16.0,17.0,0,,0,,,,,,20443,San Francisco International Airport
220332,2008,1,26,6,2231.0,2210,615.0,607,UA,74,N405UA,284.0,297.0,264.0,8.0,21.0,SFO,IAD,2419,8.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
